id,created_at,text,fav,RT
941855550979133440,2017-12-16 02:20:36,"RT @BitPay: BitPay Will Process Payments on Multiple Blockchains, Starting with Bitcoin Cash | The BitPay Blog https://t.co/xt6ikB8lsS #Bit…",0,799
930714744255893506,2017-11-15 08:31:01,"#bitcoin is passing $7000 again, the new bottom?",2380,909
920847756729749504,2017-10-19 03:03:08,RT @adamnash: It turns out @Xapo @wences has a decommissioned Swiss bunker to store bitcoin (keys) in. Achievement unlocked. 😳 https://t.co…,0,390
920810222972649472,2017-10-19 00:33:59,RT @paulvigna: Tezos raised $232M in a hot ICO. Then a fight broke out https://t.co/mf2LKcBSmz via @WSJ #bitcoin,0,442
892929457819971584,2017-08-03 02:05:47,"RT @paulvigna: Nice thing about Bitcoin Cash is you can still use the ""B""-coin pictures for art. https://t.co/vK5QMA0oXx via @WSJ",0,639
892916327937167360,2017-08-03 01:13:36,RT @TuurDemeester: The ICO boom may just be getting started. Ex Morgan Stanley CEO John Mack is looking to raise up to $950M... https://t.c…,0,508
892913992187990016,2017-08-03 01:04:19,"RT @coindesk: The latest Bitcoin Price Index is 2,724.15 USD https://t.co/lzUu2wyPQN https://t.co/E2CqIkRkfS",0,279
890673391144796161,2017-07-27 20:40:59,RT @AmerBanker: Raft of AML violations lands bitcoin exchange a $110M fine https://t.co/xrUjCEEzPR,0,114
890669834882633729,2017-07-27 20:26:51,RT @coincenter: How can law enforcement leverage the blockchain in investigations? https://t.co/fAD5vDH43R,0,118
890669560772182016,2017-07-27 20:25:45,"RT @coindesk: The latest Bitcoin Price Index is 2,603.15 USD https://t.co/lzUu2whesd https://t.co/jyYAFn2jrI",0,126
882999314938769410,2017-07-06 16:26:56,"RT @coindesk: The latest Bitcoin Price Index is 2,604.78 USD https://t.co/lzUu2wyPQN https://t.co/NlqV1Ruyag",0,170
882944211527622656,2017-07-06 12:47:58,"RT @coindesk: The latest Bitcoin Price Index is 2,617.88 USD https://t.co/lzUu2wyPQN https://t.co/x5TAA0JuIz",0,74
882883300595027968,2017-07-06 08:45:56,"RT @coindesk: The latest Bitcoin Price Index is 2,627.73 USD https://t.co/lzUu2wyPQN https://t.co/CxLj9mzb38",0,78
882824252386365442,2017-07-06 04:51:18,"RT @coindesk: The latest Bitcoin Price Index is 2,633.72 USD https://t.co/lzUu2wyPQN https://t.co/6PC4JRwpbm",0,65
882764414436478977,2017-07-06 00:53:32,"RT @coindesk: The latest Bitcoin Price Index is 2,629.38 USD https://t.co/lzUu2wyPQN https://t.co/30S1trOjEz",0,60
882703116017295361,2017-07-05 20:49:57,"RT @coindesk: The latest Bitcoin Price Index is 2,641.70 USD https://t.co/lzUu2wyPQN https://t.co/WDdRpkZ2u0",0,68
882641058764599300,2017-07-05 16:43:21,"RT @coindesk: The latest Bitcoin Price Index is 2,601.19 USD https://t.co/lzUu2wyPQN https://t.co/4vdy2qRBeN",0,42
882572586948886528,2017-07-05 12:11:16,"RT @coindesk: The latest Bitcoin Price Index is 2,578.12 USD https://t.co/lzUu2wyPQN https://t.co/zYBAfaSj7K",0,47
882519324111626240,2017-07-05 08:39:37,"RT @coindesk: The latest Bitcoin Price Index is 2,565.42 USD https://t.co/lzUu2wyPQN https://t.co/eq5sBemphn",0,41
882457983795515392,2017-07-05 04:35:53,"RT @coindesk: The latest Bitcoin Price Index is 2,588.38 USD https://t.co/lzUu2wyPQN https://t.co/ffhyTKvUqo",0,48
882394612597481472,2017-07-05 00:24:04,"RT @coindesk: The latest Bitcoin Price Index is 2,626.66 USD https://t.co/lzUu2wyPQN https://t.co/JmJM6QtgIc",0,64
882331971556438022,2017-07-04 20:15:09,"RT @coindesk: The latest Bitcoin Price Index is 2,592.19 USD https://t.co/lzUu2wyPQN https://t.co/axSMmX9pMI",0,41
882278806203060224,2017-07-04 16:43:54,"RT @coindesk: The latest Bitcoin Price Index is 2,612.62 USD https://t.co/lzUu2wyPQN https://t.co/TkcugtNudh",0,58
882219160566206465,2017-07-04 12:46:53,"RT @coindesk: The latest Bitcoin Price Index is 2,639.39 USD https://t.co/lzUu2wyPQN https://t.co/22BVDPGYAZ",0,70
882155155868844032,2017-07-04 08:32:33,"RT @coindesk: The latest Bitcoin Price Index is 2,657.59 USD https://t.co/lzUu2wyPQN https://t.co/yTLjyj0Dz0",0,49
882098841033596928,2017-07-04 04:48:46,"RT @coindesk: The latest Bitcoin Price Index is 2,642.12 USD https://t.co/lzUu2wyPQN https://t.co/RS5hHax5K2",0,78
882036458428788736,2017-07-04 00:40:53,"RT @coindesk: The latest Bitcoin Price Index is 2,582.59 USD https://t.co/lzUu2wyPQN https://t.co/DqFGzFYMwJ",0,53
881978800854233088,2017-07-03 20:51:47,"RT @coindesk: The latest Bitcoin Price Index is 2,590.09 USD https://t.co/lzUu2wyPQN https://t.co/zyXm7Wrqcz",0,60
881910141347667969,2017-07-03 16:18:57,"RT @coindesk: The latest Bitcoin Price Index is 2,607.86 USD https://t.co/lzUu2wyPQN https://t.co/LrCuPqax8f",0,62
881845823587442688,2017-07-03 12:03:22,"RT @coindesk: The latest Bitcoin Price Index is 2,536.07 USD https://t.co/lzUu2wyPQN https://t.co/4kAYRMcrRq",0,53
881796993701609472,2017-07-03 08:49:20,"RT @coindesk: The latest Bitcoin Price Index is 2,511.63 USD https://t.co/lzUu2wyPQN https://t.co/9HlN2uc4N0",0,35
881729039148429312,2017-07-03 04:19:19,"RT @coindesk: The latest Bitcoin Price Index is 2,513.33 USD https://t.co/lzUu2wyPQN https://t.co/HyCIGJmypE",0,30
881674327191584768,2017-07-03 00:41:54,"RT @coindesk: The latest Bitcoin Price Index is 2,531.55 USD https://t.co/lzUu2wyPQN https://t.co/hLMn5UrZsY",0,42
